name	country	dob	pob	height	hometown	occupation	hobbies	start_career	club_name	coach	choreographer	former_coach	practice_on_ice_low_season	low_season_practice_place	practice_on_ice_high_season	high_season_practice_place	html	first_name	last_name
Carolin RIESENWEBER	GER	1994-05-25	Kamen	169	Dortmund	student	drawing, reading, being with friends	2000	ERCW	Martina Dieck	Iwo Svec	NA	23	Dortmund and Oberstdorf	15	Dortmund	http://www.isuresults.com/bios/isufs00011833.htm	Carolin	RIESENWEBER
Alissa SCHEIDT	GER	1999-09-03	Regensburg	162	Munich	pupil	NA	2003	Munich ISF	Andrejs Vlascenko	Natascha Devisch	NA	13	Munich, Oberstdorf	19	Munich	http://www.isuresults.com/bios/isufs00014408.htm	Alissa	SCHEIDT
Jennifer SCHMIDT	GER	1999-04-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013942.htm	Jennifer	SCHMIDT
Nicole SCHOTT	GER	1996-09-12	Essen	164	Oberstdorf	pupil	dancing, shopping, sports, music	1999	Essener Jugend FSC	Michael Huth	Michael Huth, Rostislav Sinicyn	Gudrun Pladdies	37	Oberstdorf, Wolkenstein/ITA	29	Oberstdorf	http://www.isuresults.com/bios/isufs00011603.htm	Nicole	SCHOTT
Ina SETERBAKKEN	GER	1990-05-27	Oslo	167	Oberstdorf (GER), Oslo (NOR)	NA	dancing, horse riding	1994	Oslo Idrettslag	Michael Huth, Susanne Lidholm	Vitali Schulz (SP), Rostislav Sinitzin (FS)	NA	28	Oberstdorf GER, Flims SUI, in Sweden	18	Oberstdorf GER	http://www.isuresults.com/bios/isufs00007086.htm	Ina	SETERBAKKEN
Susanne STADLM�LLER	GER	1984-09-01	Sindelfingen	168	Oberstdorf	student	shopping	1992	Stuttgarter ERC	Michael Huth	Natascha Devisch	Rolf Österreich, Alexander König, F. Pieringer	NA	Oberstdorf	NA	Oberstdorf	http://www.isuresults.com/bios/isufs00003436.htm	Susanne	STADLM�LLER
Jennifer URBAN	GER	1993-05-09	Oberstdorf	161	Oberstdorf	pupil	dancing, biking, cross country skiing	NA	EC Oberstdorf	Michael Huth	Rostislav Sinicyn	Badri Kurashvili	NA	Oberstdorf	NA	Oberstdorf	http://www.isuresults.com/bios/isufs00011575.htm	Jennifer	URBAN
Sarah VILLANUEVA	GER	1987-10-31	Gummersbach	161	Oberstdorf	student	shopping, reading, music	1995	TUS Wiehl	Michael Huth	Salome Brunner	Vladimir Gnilozubov	34	Oberstdorf	23	Oberstdorf	http://www.isuresults.com/bios/isufs00006215.htm	Sarah	VILLANUEVA
Stephanie von der TH�SEN	GER	1981-07-31	Hilden	160	Solingen	NA	inline skating, music	1986	ERC Westfalen Dortmund	Isabel de Navare	Natascha Devich, Frank Dehne	Peter Jonas	27	Oberstdorf	20	Dortmund	http://www.isuresults.com/bios/isufs00000143.htm	Stephanie von der	TH�SEN
Sarah WALDMANN	GER	1984-07-28	Sonthofen	162	Obermaiselstein	pupil	horseback riding	1989	Eissportclub Oberstdorf	Michael Huth	Dr. Rostislav Sinitsyn	Rita Mensching	23	Oberstdorf	17	Oberstdorf	http://www.isuresults.com/bios/isufs00003680.htm	Sarah	WALDMANN
Nathalie WEINZIERL	GER	1994-04-08	Saarbrücken	159	Frankenthal	student	reading, skiing, music, shopping	2001	Mannheimer ERC	Peter Sczypa	Edoardo de Bernadis, Jekaterina Ostrovskaja	Karin Stephan, Günter Zöller	25	Mannheim, Fuessen	21	Mannheim	http://www.isuresults.com/bios/isufs00010623.htm	Nathalie	WEINZIERL
Kristin WIECZOREK	GER	1986-05-02	Erfurt	173	Erfurt	student (physiotherapy)	dancing, meeting friends	1991	USG Chemnitz	Michael Huth, Vlasta Koprivova	Rostislav Sinicyn	A. Poetzsch-Rauschenbach, I. Schindler	21	Oberstdorf and Chemnitz	16	Oberstdorf and Chemnitz	http://www.isuresults.com/bios/isufs00005454.htm	Kristin	WIECZOREK
Shira WILLNER	GER	1993-01-22	Offenbach	161	Berlin	NA	shopping, reading, dancing	2002	Mannheimer ERC	Romy Oesterreich	Hendryk Schamberger	Peter Sczypa	17	Berlin	26	Berlin	http://www.isuresults.com/bios/isufs00011829.htm	Shira	WILLNER
Denise ZIMMERMANN	GER	1988-08-05	Mannheim	158	Mannheim	pupil	cinema, music, swimming	1994	Mannheimer ERC	Peter Sczypa	Andrea Gilardini	G�nther Zöllner	16	Mannheim	16	Mannheim	http://www.isuresults.com/bios/isufs00006817.htm	Denise	ZIMMERMANN
Jody ANNANDALE	GBR	1990-04-28	Hull	150	Nottingham	NA	tap dancing, shopping, socalizing	1996	National Ice Centre	Joy Sutcliffe, Karen Fletcher	Tatiana Wood	NA	20	Nottingham	16	Nottingham	http://www.isuresults.com/bios/isufs00007386.htm	Jody	ANNANDALE
Lana BAGEN	GBR	1996-07-09	Hamilton	158	Livingston	student	dancing, gym, running	2005	Murrayfield	Alice Fell	Mark Hanretty	Leanne Collins	34	Murrayfield	30	Murrayfield	http://www.isuresults.com/bios/isufs00013652.htm	Lana	BAGEN
Amani FANCY	GBR	1997-07-14	London	152	Oberstdorf GER	student	hip hop, scuba diving, rock climbing, running, writing	2004	EC Oberstdorf	Igor Novodran	NA	Michael Huth, Penelope Booth	24	Oberstdorf/GER	22	Oberstdorf/GER	http://www.isuresults.com/bios/isufs00013031.htm	Amani	FANCY
Danielle HARRISON	GBR	1999-11-15	Basingstoke	158	Dundee	student	contemporary dance, ballet, movies	2006	Dundee Scotland	Simon Briggs, Debi Briggs	Debi Briggs, Andrew Smith	NA	23	Dundee	23	Dundee	http://www.isuresults.com/bios/isufs00054443.htm	Danielle	HARRISON
Emily HAYWARD	GBR	1997-04-20	Sheffield	165	Sheffield	student	athletics, trampolining, running, football	2005	IceSheffield Skating Academy	Helen James-Green	Helen James-Green	NA	19	Sheffield	19	Sheffield	http://www.isuresults.com/bios/isufs00054238.htm	Emily	HAYWARD
Jennifer HOLMES	GBR	1984-11-02	Iruine	159	Prestwick	Pupil	badminton, music, swimming	1989	Centrum Ayr	Alice Fell	Robin Cousins, Alice Fell	Gail McKnight	12	Ayr	12	Ayr	http://www.isuresults.com/bios/isufs00003359.htm	Jennifer	HOLMES
Zoe JONES	GBR	1980-01-14	Swindon	152	Ayr	Full-time athlete	music, dancing, nail art	1986	Centrum Ayr	Joy Sutcliffe	Joy Sutcliffe	Lesley Norfolk-Pearce	28	Ayr	28	Ayr	http://www.isuresults.com/bios/isufs00000322.htm	Zoe	JONES
Laura KEAN	GBR	1992-11-11	Dundee	150	Dundee	student, athlete	gym, dancing, toy dragon collecting	2000	Dundee Ice Skating Club	Debi Briggs, Simon Briggs	Lorna Brown, Gary Beacom	NA	21	Dundee	31	Dundee	http://www.isuresults.com/bios/isufs00009571.htm	Laura	KEAN
Isabella LARKIN	GBR	1996-10-24	Oxford	171	Swindon	student	dancing, going out with friends	1988	Swindon Ice Figure Club	Lesley Pearce	Mark Hanretty, Natasha Larkin	NA	35	Oberstdorf/GER	20	Swindon	http://www.isuresults.com/bios/isufs00013032.htm	Isabella	LARKIN
Anna LITVINENKO	GBR	2001-02-15	Norwich	168	Guildford	pupil	gymnastics, music	2008	Guildford	Veronika Bogomolova	Veronika Bogomolova	NA	4	Guildford	3	Guildford	http://www.isuresults.com/bios/isufs00015137.htm	Anna	LITVINENKO
Jenna MCCORKELL	GBR	1986-09-15	Coleraine	169	Ninove BEL, Coleraine	full-time athlete	shopping, music, gym	1994	Dundee	Simon Briggs, Debbie Briggs	Mark Hanretty	Juri Bureiko, S. De Rijcke, V. Vandecaveye, M. O'Neill	25	Ninove/BEL, Dundee	25	Ninove/BEL, Dundee	http://www.isuresults.com/bios/isufs00005683.htm	Jenna	MCCORKELL
Natasha MCKAY	GBR	1995-01-14	Dundee	160	Dundee	athlete	being with friends, stamp collecting	2000	Dundee	Debi and Simon Briggs	Debi Briggs	Juri Bureiko	14	Dundee	25	Dundee	http://www.isuresults.com/bios/isufs00010137.htm	Natasha	MCKAY
Toni MURRAY	GBR	1992-06-06	Aberystwyth	155	Hull	student	skating, socialising, drama,  music	2000	Hull Arena Ice Skating Club	Debbie Watson	Mark Hanretty	NA	20	Hull	20	Hull	http://www.isuresults.com/bios/isufs00010133.htm	Toni	MURRAY
Nina POVEY	GBR	1994-08-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00011726.htm	Nina	POVEY
Katie POWELL	GBR	1992-07-31	Birkenhead	160	West Kirby, Wirral	NA	NA	NA	Ice Sheffield and Deeside	Dawn Peckett, David Hartley, Mark Hanretty	Mark Hanretty	Kathryn Hudson	26	Deeside, Sheffield, Colorado Springs/USA	26	Deeside, Sheffield, Colorado Springs/USA	http://www.isuresults.com/bios/isufs00009590.htm	Katie	POWELL
Kirsty RICHARDSON	GBR	1993-04-02	Crawley	152	Horsham	student	dance	2000	Guildford, Surrey	Ruth Woodstock	Ruth Woodstock	NA	13	Guildford, Surrey	17	Guildford, Surrey	http://www.isuresults.com/bios/isufs00010132.htm	Kirsty	RICHARDSON
Stephanie RIGLEY	GBR	1993-05-28	Somers Point USA	165	Las Vegas, USA	student	scrapbooking, volunteering at animal shelters, acting, dance	1997	0	Derrick Delmore	Karen Kwan-Oppegard	Wendy Burge Dickinson	25	Artesia/USA	25	Artesia/USA	http://www.isuresults.com/bios/isufs00011819.htm	Stephanie	RIGLEY
Charlotte ROBBINS	GBR	1992-09-13	Fairfax USA	165	Fairfax	student	reading, acting, singing, watching movies	1998	NA	Nina Stark-Slapnik	Clarissa Tambaschi, Nathan Birch	NA	29	Reston/USA	21	Reston/USA	http://www.isuresults.com/bios/isufs00011818.htm	Charlotte	ROBBINS
Karly ROBERTSON	GBR	1989-11-14	Dundee, Scotland	156	Dundee, Scotland	athlete	gym, shopping, watching movies	2001	Dundee ISC	Simon Briggs	Andrew Smith	NA	34	Dundee	34	Dundee	http://www.isuresults.com/bios/isufs00009076.htm	Karly	ROBERTSON
Tamsin SEAR	GBR	1977-01-22	Oxford	161	Oxford	skater, parte time coach	fashion, music, arts + crafts, dancing	1986	Milton Keynes Skating Club	Evelyn Kramer	Lorna Brown	Tony Barron	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00003723.htm	Tamsin	SEAR
Kristen SPOURS	GBR	2000-04-11	Kingston-upon-Thames	163	Guildford	pupil	dancing, gymnastics	2006	Lee Valley, London	Christian Newberry, Ruth Woodstock	Mark Hanretty	Veronika Bogamolova	25	Lee Valley	25	Lee Valley	http://www.isuresults.com/bios/isufs00034359.htm	Kristen	SPOURS
Amy TANNER	GBR	1992-02-10	NA	NA	NA	NA	NA	NA	NA	Karen Goodwin, Joy Sutcliffe	Tatiana Wood	Clair Wileman-Plaice	22	Nottingham	22	Nottingham	http://www.isuresults.com/bios/isufs00009532.htm	Amy	TANNER
Georgia GLASTRIS	GRE	1992-08-01	Chicago USA	152	Ann Arbor USA	student (pre-medical)	travelling, friends, active member of KKG Sorority	1998	Du Page FSC	Julie Berlin, Jodie Tasich	Susie Wynne (SP), Massimo Scali (FS)	Maria Jezak-Athey	24	Bloomfield Hills/USA	24	Bloomfield Hills/USA	http://www.isuresults.com/bios/isufs00011062.htm	Georgia	GLASTRIS
Celia GLASTRIS	GRE	1998-08-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054481.htm	Celia	GLASTRIS
Dimitra KORRI	GRE	1992-07-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013564.htm	Dimitra	KORRI
Maria MASTROGIANNOPOULOU	GRE	1984-06-24	Athens	170	Athens	Student	music, drawing	1992	Alaska Athens	Adrian Raduleskou	NA	Vladimir Kovalev	NA	NA	7	Athens	http://www.isuresults.com/bios/isufs00004416.htm	Maria	MASTROGIANNOPOULOU
Elisavet MULDER-STOUPAKI	GRE	1998-08-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054482.htm	Elisavet	MULDER-STOUPAKI
Maria PAPASOTIRIOU	GRE	1990-01-27	Park Ridge USA	176	Green Oaks USA	student	dance, tennis	1998	Flying Ice Skaters	Alexander Ouriashev	Oleg Epstein	NA	24	Vernon Hills/USA	24	Vernon Hills/ USA	http://www.isuresults.com/bios/isufs00010023.htm	Maria	PAPASOTIRIOU
Georgina PAPAVASILIOU	GRE	1981-01-13	Glasgow, GBR	176	Pikoulatika Corfu Island, GRE	NA	music, dancing	1988	Flying Ice Skaters Athens	Diane C. Dewer-Bird	Diane C. Dewer-Brid	NA	18	Athens (GRE)	17	Edinburgh (GBR)	http://www.isuresults.com/bios/isufs00002331.htm	Georgina	PAPAVASILIOU
Isabella SCHUSTER-VELISSARIOU	GRE	1995-10-16	Frankfurt GER	172	Athens and Mannheim GER	student	ballet, swimming, jogging	2001	Iptamenoi Pagodromoi Athens	Peter Sczypa	Edoardo de Bernardis, Katrin Kunisch, I. Bucevica	Evelyn Rossoukhi-Schneider, Monika Berg, John Nicks, Marius Negrea	20	New York/USA, in Italy	14	Vienna/AUT, Athens, Mannheim/GER	http://www.isuresults.com/bios/isufs00011610.htm	Isabella	SCHUSTER-VELISSARIOU
Maria TSAKIRIS	GRE	1993-07-31	Voorhees NJ USA	170	Cherry Hill NJ USA	student	being with friends, swimming, music	2000	Flying Skaters Athens	Julia Kuznetsova, Slava Kuznetsov	Julia Kuznetsova, Slava Kuznetsov	Elena Bogoliubov, Vladimir Boguliubov	20	Voorhees NJ USA	20	Voorhees NJ USA	http://www.isuresults.com/bios/isufs00011288.htm	Maria	TSAKIRIS
Oliya CLARKSON	GRN	1997-03-18	Nashville USA	167	St. Georges	student	dancing, music	2004	St. Georges SC Grenada	Nikolai Morozov, R. Serov, M. Voitsekhovskaia	Nikolai Morozov	Slava Rozinskay	30	in Russia, USA and Grenada	30	in Russia, USA and Grenada	http://www.isuresults.com/bios/isufs00013784.htm	Oliya	CLARKSON
Priscilla June CHAU	HKG	1999-06-05	Methuen USA	153	Hong Kong	student	music	2006	St. Moritz ISC Oakland	Philip Diguglielmo, Brian Chan	Justin Dillon	Craig Heath, B. Hendra, Michael Kho, Zhao Ying	24	Oakland/USA	24	Oakland/USA	http://www.isuresults.com/bios/isufs00014569.htm	Priscilla June	CHAU
Tsz Ying Crystal CHIK	HKG	1995-12-12	Hong Kong	161	Hong Kong	student	ice skating	1999	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013445.htm	Tsz Ying Crystal	CHIK
Hao Qing Charlotte CHUI	HKG	1998-09-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054316.htm	Hao Qing Charlotte	CHUI
Yong Yeu Tiffany LAU	HKG	1997-02-03	San Francisco USA	165	Hong Kong	high school student	dancing, reading	2006	Hong Kong Skating Union	Suna Murray	Lu Chen, Gia Guddat	Lu Chen, Denis Petrov, Craig Heath	20	Boston/USA	15	Hong Kong	http://www.isuresults.com/bios/isufs00054314.htm	Yong Yeu Tiffany	LAU
Christine LEE	HKG	1983-10-12	Wheaton, MD, USA	160	Fairfax Station, VA, USA	student	knitting, singing, reading, internet, dancing	1988	Hong Kong Skating Union	Audrey Weisiger, Nicholas Perna	Audrey Weisiger	NA	19	Fairfax, Virginia, USA	11	Fairfax, Virginia, USA	http://www.isuresults.com/bios/isufs00003935.htm	Christine	LEE
Kristine Y. LEE	HKG	1985-04-21	Worcester, USA	154	Hong Kong	student (law)	studying, movies, meeting friends, internet	1999	HKG	Chung Lee	Nathan Birch	Galina Zmievskaia, Barbara Kossowska	10	Boston/USA	15	Boston/USA	http://www.isuresults.com/bios/isufs00009873.htm	Kristine Y.	LEE
Tze Ching LEE	HKG	1990-09-06	Hong Kong	157	Hong Kong	student	skating, dancing, singing, acting, film shooting	1996	NA	Ying Zhao	Jia Qi	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012568.htm	Tze Ching	LEE
Maisy Hiu Ching MA	HKG	1999-11-18	Hong Kong	158	Hong Kong	high school student	reading, shopping	2005	Hong Kong Skating Union	Christine Krall, Damon Allen	Cindy Stuart, Stephanee Grosscup	Eddie Shipstad, Rafael Arutunian, Nadia Kanaeva, Tammy Gambill, Haijun Gao	23	Colorado Springs/USA	23	Colorado Springs/USA	http://www.isuresults.com/bios/isufs00034479.htm	Maisy Hiu Ching	MA
Tamami ONO	HKG	1989-11-21	Chiba JPN	161	Hong Kong	student	shopping, computers, running	1995	Hong Kong Skating Union	Dawn Porter, Lynn Smith, Philipp Digugliemo	Hailan Jiang, Dawn Porter	Ying Zhao, Shu-Ben Wang	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00007022.htm	Tamami	ONO
Kaori POON	HKG	1985-10-04	Hong Kong	150	Hong Kong	Student	reading, shopping	NA	NA	Julia Li	Thomas McGinnis	NA	15	in USA	12	Hong Kong	http://www.isuresults.com/bios/isufs00005379.htm	Kaori	POON
Joanna SO	HKG	1999-09-07	Hong Kong	156	Hong Kong	student	NA	2006	NA	Ying Zhao	Justin Dillon	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00034480.htm	Joanna	SO
Sumika YAMADA	HKG	1995-03-04	Osaka JPN	155	Faribault USA	student	music	2002	Hong Kong Skating Union	Diana Ronayne	Nadia Kanaeva	Yukako Sugita,  Brian Chimuk, Yin Zhao	23	Lake Arrowhead/USA	20	Faribault/USA	http://www.isuresults.com/bios/isufs00012836.htm	Sumika	YAMADA
Chelsea Chiyan YIM	HKG	1996-11-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054484.htm	Chelsea Chiyan	YIM
Tiffany Chitring YIM	HKG	1999-05-24	NA	NA	NA	NA	NA	NA	NA	no information	no information	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054705.htm	Tiffany Chitring	YIM
Tiffany Packard YU	HKG	1989-06-29	Monterey Park USA	165	Hong Kong	student	snowboarding, line dancing, fishing	1995	NA	Alex Chang, Sondra Holmes, Jere Michael	Alex Chang	Tammy Gambill	30	Artesia/USA	33	Artesia/USA	http://www.isuresults.com/bios/isufs00012567.htm	Tiffany Packard	YU
Pui Lam YUEN	HKG	1993-07-21	Hong Kong	154	Hong Kong	student	reading, movies	1999	NA	Ying Zhao	Jia Qi	NA	6	Hong Kong	6	Hong Kong	http://www.isuresults.com/bios/isufs00008847.htm	Pui Lam	YUEN
Julia BATORI	HUN	1998-12-29	Miskolcs	163	Budapest	student	reading	2007	Jegcsillag S.E.	Zsofia Tokaji-Kulcsar, Zoltan Toth	Zsofia Tokaji-Kulcsar, Zoltan Toth	NA	24	Budapest, Kosice/SVK	19	Budapest	http://www.isuresults.com/bios/isufs00014896.htm	Julia	BATORI
Regina BORBELY	HUN	1994-09-24	Budapest	166	Budapest	student	reading, cooking	2003	Iceberg SC	Jerena Ipakjan, Gurgen Vardanjan, Julia Sebestyen	Jerena Ipakjan	NA	17	Budapest	18	Budapest	http://www.isuresults.com/bios/isufs00012107.htm	Regina	BORBELY
Chelsea Rose CHIAPPA	HUN	1992-02-22	Pompton Plains NJ, USA	160	Deep River CT, USA	student	reading, running, being with friends	1997	Jegvirag Club Miskolc	Tiesha Dimaggio	Matthew Gates	Andras Szaraz, Susan Dee, Jessica Anastasio	22	Cromwell/USA	40	Cromwell/USA	http://www.isuresults.com/bios/isufs00011239.htm	Chelsea Rose	CHIAPPA
Viktoria CHIAPPA	HUN	1993-12-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012544.htm	Viktoria	CHIAPPA
Fanni FORGO	HUN	1991-11-01	Kazincbarcika	168	Budapest	student	reading, music, being with friends	1998	ZKK	Szablos Vidrai	Alexei Vasilevski	NA	20	Budapest	16	Budapest	http://www.isuresults.com/bios/isufs00009534.htm	Fanni	FORGO
Judit GRIGA	HUN	1994-11-14	Budapest	175	Budapest	student	reading, painting, skiing, snowboarding, swimming, tennis	2001	Sportorszag SC Budapest	Olga Stepanova	Alexei Vasilevski	Patricia Pavuk	20	Budapest	18	Budapest	http://www.isuresults.com/bios/isufs00011471.htm	Judit	GRIGA
Katherine HADFORD	HUN	1989-07-24	Virginia USA	167	Budapest	student, athlete	reading, travelling, music, movies	1995	Jeghegy Budapest	Jeranjak Ipakjan	Jeranjak Ipakjan	Zsofia Kulcsar, Priscilla Hill	24	Zvloen/SVK, Nottingham/GBR	21	Budapest	http://www.isuresults.com/bios/isufs00008504.htm	Katherine	HADFORD
Dorka HAVASI	HUN	1999-12-17	Miskolcs	NA	Budapest	student	drawing	2007	Jegcillag SC	Zsofia Tokaji-Kulcsar, Zoltan Toth	Zsofia Tokaji-Kulcsar, Zoltan Toth	NA	26	Budapest	17	Budapest	http://www.isuresults.com/bios/isufs00014595.htm	Dorka	HAVASI
Georgina KANTOR	HUN	1999-02-27	Budapest	159	Moscow RUS	pupil	music, singing, internet	2003	Sportoszag SC Budapest	Gayane Akopian, Natalia Gavrilova	Igor Lutikov, Alexei Vasilievski	NA	20	Budapest	18	Moscow/RUS	http://www.isuresults.com/bios/isufs00034216.htm	Georgina	KANTOR
Eszter KOSA	HUN	1998-02-16	Debrecen	162	Debrecen	pupil	music, reading, being with friends	2003	DSC-SI Debrecen	Tigran Vardanjan, Györgyi Gyulai	Jeranjak Ipakjan, Tigran Vardanjan	NA	16	in France	16	Debrecen	http://www.isuresults.com/bios/isufs00014524.htm	Eszter	KOSA
Fruzsina MEDGYESI	HUN	1999-06-18	Budapest	162	Budapest	student	reading, music, dancing	2004	Jegcsillag SC	Zsofia Tokaji-Kulscar, Zoltan Toth	Zoltan Toth	Julia Sebestyen, S. Vidrai, A. Gayane, G. Vida	22	NA	18	NA	http://www.isuresults.com/bios/isufs00014525.htm	Fruzsina	MEDGYESI
Bianka PADAR	HUN	1988-02-07	Budapest	167	Budapest	student	horseback riding, music	1994	Spartacus Budapest	Andras Szaraz	Klari Engi, Istvan Boros	Zoltan Köszegi, Eszter Jurek,  Tamara Teglassy	28	Landskrona/SWE, Budapest	17	Budapest	http://www.isuresults.com/bios/isufs00005534.htm	Bianka	PADAR
Viktoria PAVUK	HUN	1985-12-30	Budapest	170	Budapest	physical education teacher	music, dancing, Kangoo, swimming	1988	M.T.K. Budapest	Zsofia Kulcsar, Zoltan Toth	Igor Tchiniaev	Patricia Pavuk, Istvan Simon, Szabolcs Vidrai	18	Budapest, Montreal/CAN	13	Budapest	http://www.isuresults.com/bios/isufs00004966.htm	Viktoria	PAVUK
Diana POTH	HUN	1981-08-06	Budapest	165	Budapest	Student	music, movies	1986	Iceberg Skating Club, Budapest	Gurgen Vardanian, Jerena Ipakjan	Jerena Ipakjan	Istvan Simon, Tamara Teglassy, Eszter Jurek	32	in Slovak Republic and Poland	16	Budapest	http://www.isuresults.com/bios/isufs00000503.htm	Diana	POTH
Julia SEBESTYEN	HUN	1981-05-14	Miskolc	164	Budapest	student	music, cinema, reading, theatre	1984	Tiszaujvarosi SC	Gurgen Vardanjan	Jeranjak Ipakjan	Andras Szaraz, Eszter Jurek	20	Budapest	20	Budapest	http://www.isuresults.com/bios/isufs00001944.htm	Julia	SEBESTYEN
T�nde SEPA	HUN	1991-01-06	Budapest	160	Budapest	student	photo, cats	1995	Iceberg SK, Budapest	Gurgen Vardanjan, Jeranjak Ipkajan	Jeranjak Ipkajan	NA	33	Zvolen SVK, Krynica POL	20	Budapest	http://www.isuresults.com/bios/isufs00007366.htm	T�nde	SEPA
Agota SZABO	HUN	1990-04-05	Miskolc	160	Budapest	student	reading	1996	BKDSE Budapest	Gabor Vida, Zoltan Köszegi	Nora Hoffmann	NA	30	Ersekujvar, Csikszereda	19	Budapest	http://www.isuresults.com/bios/isufs00007958.htm	Agota	SZABO
Bernadett SZAKACS	HUN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00011487.htm	Bernadett	SZAKACS
Katalin SZAKAL	HUN	1982-04-28	Budapest	156	Budapest	NA	dancing, music	1990	RTK Budapest	Eszter Jurek	Eszter Jurek	NA	20	Budapest	18	Budapest	http://www.isuresults.com/bios/isufs00003422.htm	Katalin	SZAKAL
Eszter SZOMBATHELYI	HUN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012946.htm	Eszter	SZOMBATHELYI
Ivett TOTH	HUN	1998-12-20	Budapest	156	Budapest	student	dancing, drawing	2005	Sebestyen KSE	Julia Gor-Sebestyen	Julia Gor-Sebestyen, Attila Elek, Shanetta Folle	Istvan Simon	25	Budapest, Chicago/USA	25	Budapest	http://www.isuresults.com/bios/isufs00054361.htm	Ivett	TOTH
Thuridur Bjorg BJORGVINSDOTTIR	ISL	1997-12-15	Reykjavik	176	Mosfellsbaer	high school student	modelling, being with friends and family	2004	Bjorninn Reykjavik	Clair Ben Zina	Clair Ben Zina	NA	25	Reykjavik	22	Reykjavik	http://www.isuresults.com/bios/isufs00015110.htm	Thuridur Bjorg	BJORGVINSDOTTIR
Agnes Dis BRYNJARSDOTTIR	ISL	1997-12-15	Reykjavik	NA	Reykjavik	student	school, keeping fit, friends	NA	Bjorninn SC Reykjavik	Clair Ben Zina, Andrew Place	Clair Ben Zina, Andrew Place	NA	28	Reykjavik	23	NA	http://www.isuresults.com/bios/isufs00014472.htm	Agnes Dis	BRYNJARSDOTTIR
Julia GRETARSDOTTIR	ISL	1995-07-08	Reykjavik	166	Kopavogur	student	snowboarding, being with friends, basketball	1999	Bjoerninn SC Reykjavik	Erelinda Kristjansson, Clair Wileman, Lorna Bauer	Clair Wileman	NA	26	Vancouver/CAN	17	Reykjavik	http://www.isuresults.com/bios/isufs00034233.htm	Julia	GRETARSDOTTIR
